variancia_ao_quadrado,curtose,beta,alfa,beta_calc
15.02331814055545,112.90616421215161,-0.8839857457301525,0.9106004458189907,0.8212008916379814
15.023318140552936,112.90616421215161,-0.8809437866178835,0.85275788441149,0.7055157688229801
15.023318140552528,112.90616421215164,-0.461811876524776,0.8730266464692171,0.7460532929384343
15.023318140553057,112.90616421215164,-0.8032035861493327,0.8942145476190317,0.7884290952380635
15.023318140555798,112.90616421215162,-1.0103528015707928,0.8993935783815492,0.7987871567630984
15.023318140552755,112.90616421215164,-0.8594571318399288,0.8924717138671793,0.7849434277343585
15.02331814055439,112.90616421215167,-0.7012083412691531,0.9130246408845039,0.8260492817690077
15.02331814055542,112.90616421215161,-0.7454376443844983,0.9030905411520641,0.8061810823041282
15.023318140555244,112.90616421215165,-0.780778669719967,0.9152567051837953,0.8305134103675906
15.023318140554318,112.90616421215165,-0.7872415021211566,0.9340068606425155,0.868013721285031
2.7819319484049125,36.3040387322743,-0.8888856367817578,0.9247146992178534,0.8494293984357069
2.7819319484055955,36.3040387322743,-0.951059174362921,0.9326478727358019,0.8652957454716037
2.781931948405596,36.3040387322743,-1.0929688617925721,0.9357183302528946,0.8714366605057893
2.7819319484059606,36.3040387322743,-0.6000732913830549,0.9103204908966466,0.8206409817932931
2.781931948405936,36.3040387322743,-1.0977052925595423,0.9520547826823065,0.904109565364613
2.7819319484055582,36.3040387322743,-1.072422822854479,0.9496739735161834,0.8993479470323669
2.7819319484049236,36.3040387322743,-0.9867942920798674,0.9174303282246427,0.8348606564492853
2.781931948405137,36.3040387322743,-0.9334848743371001,0.94339687305772,0.88679374611544
2.7819319484051466,36.3040387322743,-0.9625102856520419,0.9222233590360248,0.8444467180720496
2.781931948404934,36.3040387322743,-0.8470786487457966,0.9128817833795472,0.8257635667590943
0.15138760106879603,5.7442808532218,-1.1974387288556203,0.963188834169451,0.926377668338902
0.15138760106880036,5.744280853221798,-1.190746587830385,0.9636200926003896,0.9272401852007792
0.15138760106880242,5.7442808532218,-1.1358827713390303,0.9593485996391433,0.9186971992782866
0.15138760106880564,5.744280853221798,-1.0906037185510709,0.9781044956974293,0.9562089913948586
0.15138760106880145,5.7442808532218015,-1.054366754171913,0.9795685636909994,0.9591371273819989
0.151387601068796,5.744280853221798,-1.0884940692055178,0.9648795012940026,0.9297590025880051
0.15138760106880148,5.744280853221796,-0.9930517257749385,0.9756070147848811,0.9512140295697622
0.15138760106880636,5.744280853221798,-0.8304911626336589,0.9734879073950533,0.9469758147901066
0.15138760106879465,5.7442808532218,-1.1987743082984432,0.9800778013854774,0.9601556027709548
0.15138760106879798,5.7442808532218,-1.1054815232808413,0.9684196731534079,0.9368393463068159
7354.073389261848,2522.309395917762,-0.9886346850959837,0.728826778819446,0.45765355763889204
7354.073389261648,2522.3093959177627,-0.48434656045846386,0.7436897861005469,0.48737957220109385
7354.073389261646,2522.3093959177627,-0.21484879168475324,0.7388064246001903,0.4776128492003806
7354.073389262111,2522.3093959177636,-0.47952627929522496,0.6145361999824198,0.22907239996483963
7354.073389261665,2522.309395917761,-0.5101334921527791,0.7278448677776199,0.45568973555523984
7354.073389261877,2522.3093959177636,-0.42460007118593546,0.7641879047249918,0.5283758094499835
7354.073389261027,2522.3093959177622,-0.5639272548583748,0.770934919211878,0.5418698384237559
7354.0733892617045,2522.3093959177636,-0.6148104749929981,0.7462188545199437,0.4924377090398875
7354.073389261037,2522.30939591776,-0.7480347447401128,0.7738334167861751,0.5476668335723502
7354.073389261393,2522.309395917764,-0.9746898953218013,0.7522261022450248,0.5044522044900497
1134.305915707178,1266.898661882035,-0.7066304174504021,0.7907779276174434,0.5815558552348867
1134.3059157072048,1266.8986618820356,-0.8973047593566571,0.8273042438392341,0.6546084876784681
1134.305915707222,1266.8986618820347,-0.29251129206835724,0.7927956065277444,0.5855912130554888
1134.305915707193,1266.8986618820347,-0.360661543303715,0.804724744138198,0.6094494882763959
1134.3059157071475,1266.8986618820354,-0.7041043139887017,0.7879058332039911,0.5758116664079822
1134.305915707123,1266.8986618820356,-0.1166012213348675,0.793614178363828,0.5872283567276559
1134.3059157072748,1266.898661882035,-0.5273030919457474,0.7440203194247242,0.4880406388494485
1134.3059157072485,1266.898661882035,-0.6561727517896627,0.7978254049751434,0.5956508099502869
1134.3059157072676,1266.8986618820347,-0.28699074745465003,0.7442766359524269,0.48855327190485376
1134.3059157071684,1266.8986618820347,-0.8280994078226068,0.7747826091947864,0.5495652183895727
80.67412420415992,327.5594743487957,-0.9280886619333306,0.8606476354979027,0.7212952709958054
80.67412420416184,327.55947434879556,-0.4585031587066446,0.8737135959690235,0.7474271919380471
80.6741242041723,327.55947434879573,-0.813303864499777,0.8697786926607648,0.7395573853215296
80.67412420415609,327.55947434879573,-0.8670854897082653,0.864027117611694,0.7280542352233881
80.6741242041679,327.55947434879573,-0.7564167518941681,0.8414596019612369,0.6829192039224738
80.67412420416018,327.55947434879573,-0.7753828806024161,0.8077954054955697,0.6155908109911394
80.67412420416129,327.55947434879573,-0.6638138367554471,0.8706374089828288,0.7412748179656576
80.6741242041722,327.55947434879573,-0.9278481986461767,0.8762782214296879,0.7525564428593758
80.67412420415775,327.55947434879573,-0.9260022595943674,0.8830652624139567,0.7661305248279133
80.67412420415909,327.5594743487957,-0.9088722977440107,0.824604510262094,0.649209020524188
